location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,bot
Los Angeles,Has description,Url,299938,1558,2580,80579,3931,TRUE,13302,en,FALSE,FALSE,FALSE,0
"Shenzhen, China",Has description,Url,1161,133,16,62708,308,FALSE,670,en,FALSE,FALSE,FALSE,0
Bhaktapur,Has description,Url,28,921,0,39508,54,FALSE,8,en,TRUE,FALSE,NULL,0
"Mumbai, India",Has description,Url,22,97,0,36840,15,FALSE,85,en,FALSE,FALSE,TRUE,0
worldwide,Has description,Url,29270,24101,417,84517,1571,TRUE,2426,en,FALSE,FALSE,FALSE,0
Jupiter,Has description,Url,16547,13437,672,83644,72,TRUE,12467,en,FALSE,FALSE,TRUE,0
"Los Angeles, California",Has description,Url,2801091,843,21634,78260,6552,TRUE,14733,en,FALSE,FALSE,FALSE,0
"Washington, DC",Has description,Url,562918,653,9014,67866,313,TRUE,6339,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,3749,1,313,11915,177,FALSE,7931,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,35412,105,171,9960,15,FALSE,967,en,FALSE,FALSE,FALSE,0
"Mountain View, CA",Has description,Url,1749014,254,20641,80602,0,TRUE,470,en,TRUE,FALSE,TRUE,0
"Atlanta, GA",Has description,Url,138849,216,1511,24623,6,TRUE,987,en,FALSE,FALSE,TRUE,0
LA/PHX/NY,Has description,Url,4218370,5512,15813,73631,655,TRUE,44847,en,FALSE,FALSE,FALSE,0
"Stanford, CA, U.S.A.",Has description,Url,35476,150,880,18990,1380,FALSE,484,en,FALSE,FALSE,FALSE,0
Earth...,Has description,Url,2142490,45023,7431,55612,26993,TRUE,16826,en,FALSE,FALSE,FALSE,0
"New York, USA",Has description,Url,5960,1070,38,5100,24299,TRUE,9444,en,FALSE,FALSE,FALSE,0
"Manhattan - New York, NY",Has description,No url,750,2657,266,720,8757,FALSE,14773,en-gb,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,34,204,0,10140,0,FALSE,0,pt,TRUE,TRUE,FALSE,0
Los Angeles,Has description,Url,7518766,13587,22620,28191,4,TRUE,6952,en,FALSE,FALSE,FALSE,0
"Clarkesville, GA",Has description,Url,13011,2715,1019,68787,73,TRUE,1592,en,FALSE,FALSE,FALSE,0
"Los Angeles, CA",Has description,Url,237490,314,1321,17218,158,TRUE,2230,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,166,294,15,57629,77,FALSE,261,en,FALSE,FALSE,FALSE,0
"San Diego, CA ",No descrition,No url,31,58,0,69540,8,FALSE,11,en,FALSE,FALSE,FALSE,0
"Washington, DC",Has description,No url,26408349,41,66599,49598,46,TRUE,34592,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,48641,33,1029,80022,0,TRUE,0,en,TRUE,FALSE,FALSE,0
"Dallas, TX",Has description,Url,96217,541,956,55369,3705,TRUE,3591,en,FALSE,FALSE,FALSE,0
Brasil,No descrition,No url,45,143,2,18060,0,FALSE,180,en,FALSE,FALSE,FALSE,0
"ÌÏT: 40.766092,-73.976579",Has description,Url,1173947,412,4627,78556,743,TRUE,24811,en,FALSE,FALSE,FALSE,0
"Brookline, MA",Has description,Url,370920,272,9190,84120,30,TRUE,11766,en,FALSE,FALSE,TRUE,0
Miami/Atl/la,Has description,Url,7222,787,116,1746,4,FALSE,16034,en,FALSE,FALSE,TRUE,0
AMONGST THE GREATS,Has description,Url,878131,5044,3401,80587,297,TRUE,79503,en,FALSE,FALSE,TRUE,0
NULL,No descrition,No url,15,83,0,62580,0,FALSE,1,en,TRUE,TRUE,FALSE,0
Hello@TechSesh.co,Has description,Url,20261,19440,469,58020,7758,TRUE,6949,en,FALSE,FALSE,FALSE,0
New Delhi & Thiruvananthapuram,Has description,Url,4961351,742,13162,54771,11859,TRUE,36385,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,8800,2917,4,85860,95,FALSE,85,en,FALSE,FALSE,FALSE,0
"Denton, TX",Has description,Url,4347,419,16,51240,2311,FALSE,11333,en,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,2,79,0,14700,1,FALSE,2,pt,TRUE,TRUE,FALSE,0
"New York, NY",Has description,Url,4,35,0,78060,0,FALSE,4,en,TRUE,FALSE,FALSE,0
Mumbai,Has description,No url,72,96,1,29400,78,FALSE,191,en,FALSE,FALSE,TRUE,0
ITALY,Has description,Url,2459472,1725,6202,85831,8367,TRUE,12868,it,FALSE,FALSE,FALSE,0
hear.,Has description,Url,3334308,374,14708,83827,4363,TRUE,8939,en,FALSE,FALSE,FALSE,0
Palo Alto,Has description,Url,259280,28,4366,73034,20,TRUE,9517,en,FALSE,FALSE,FALSE,0
Kenya,Has description,No url,325,104,18,9420,12,FALSE,151,en,FALSE,FALSE,FALSE,0
TOUT-SHAQ. INSTAGRAM-SHAQ,Has description,Url,13453399,679,48833,37645,58,TRUE,8652,en,FALSE,FALSE,FALSE,0
"Vacaville, CA",Has description,Url,542057,991,3527,79721,20281,TRUE,9030,en,FALSE,FALSE,FALSE,0
Brooklyn NY,Has description,Url,1267,134,13,73142,9912,FALSE,7029,en,FALSE,FALSE,FALSE,0
"Dallas, TX",Has description,Url,814594,144,5386,13211,695,TRUE,8341,en,TRUE,FALSE,FALSE,0
NULL,No descrition,No url,36,519,0,57540,139,FALSE,133,en,TRUE,FALSE,FALSE,0
LOPEZ Premieres March 29 on TVLand ,Has description,No url,2115097,3851,11112,66773,90,TRUE,27626,en,TRUE,FALSE,FALSE,0
Pittsburgh,Has description,No url,242,392,3,67596,767,FALSE,2064,en,FALSE,FALSE,FALSE,0
"Los Angeles, CA",Has description,Url,27458,27182,165,3069,233,FALSE,91,en,TRUE,FALSE,TRUE,0
"Woodinville, WA",Has description,Url,2747,492,123,55666,42,FALSE,248,en,FALSE,FALSE,FALSE,0
Austin,Has description,Url,1026238,223642,7199,8921,14499,TRUE,19256,en,FALSE,FALSE,FALSE,0
"Cí_rdoba, Argentina",Has description,No url,39,270,0,62411,364,FALSE,307,es,TRUE,FALSE,FALSE,0
"Mumbai, India",Has description,Url,3654259,1336,1129,26340,3557,TRUE,3456,en,FALSE,FALSE,FALSE,0
Mainly on the road,Has description,Url,159613,6949,2975,26376,220,TRUE,5877,en,FALSE,FALSE,FALSE,0
"Chester, NJ",Has description,No url,14,18,0,19560,50,FALSE,41,en,FALSE,FALSE,TRUE,0
UK,Has description,Url,204,269,61,84079,635,FALSE,2672,en,FALSE,FALSE,FALSE,0
"St Louis, MO",No descrition,No url,76,1336,2,15000,165,FALSE,38,en,TRUE,TRUE,FALSE,0
‰Ïö WorldWide...,Has description,Url,3517571,855,24528,73491,185,TRUE,23660,en,FALSE,FALSE,FALSE,0
"Ahmadabad City, Gujarat",Has description,No url,115,93,2,47367,74,FALSE,126,en,TRUE,FALSE,TRUE,0
"Living, Loving, and Laughing‰_•ü",No descrition,No url,7901272,51,17736,86004,231,TRUE,9748,en,FALSE,FALSE,FALSE,0
Cupertino,Has description,No url,4457073,57,28,81685,674,TRUE,342,en,FALSE,FALSE,FALSE,0
they/them | los angeles,Has description,Url,1073,197,5,22807,8791,FALSE,8452,en,FALSE,FALSE,TRUE,0
NULL,Has description,Url,10572149,1237,10028,82080,2290,TRUE,138227,en,FALSE,FALSE,FALSE,0
San Francisco,Has description,No url,3630,557,122,67980,433,FALSE,643,en,TRUE,FALSE,FALSE,0
NULL,No descrition,No url,1,4,0,54780,0,FALSE,0,en,FALSE,FALSE,FALSE,0
 montgomery road bt6 9up,Has description,Url,242,520,3,33684,28,FALSE,196,en-gb,TRUE,FALSE,FALSE,0
"New York, NY",Has description,Url,1513771,269684,11368,58849,16453,TRUE,8973,en,FALSE,FALSE,TRUE,0
NULL,Has description,Url,10795,21,185,2880,9,TRUE,36,en,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,328,1875,28,58020,5,FALSE,3335,es,TRUE,FALSE,FALSE,0
jet lag city.,Has description,Url,5156022,398,15982,77677,62,TRUE,17715,en,FALSE,FALSE,FALSE,0
Bay Area,Has description,Url,1571,181,49,64243,608,FALSE,409,en,FALSE,FALSE,FALSE,0
everywhere,Has description,Url,815583,178,4533,81533,484,TRUE,2391,en,FALSE,FALSE,FALSE,0
New York City,Has description,Url,25255491,671,51938,2784,177,TRUE,6976,en,FALSE,FALSE,FALSE,0
USA,Has description,Url,50765,1401,1092,73984,1957,TRUE,7596,en,FALSE,FALSE,TRUE,0
Lahore,Has description,No url,870,667,1,49200,243,FALSE,617,en,FALSE,FALSE,FALSE,0
L.E.S. to B.H.,No descrition,Url,644027,559,3036,4962,4051,TRUE,15713,en,FALSE,FALSE,FALSE,0
Macon/ Los Angeles/ Nashville,Has description,Url,45385,158,877,70019,13431,TRUE,11153,en,FALSE,FALSE,FALSE,0
London (ish),Has description,Url,4217692,12820,6511,75707,39,TRUE,31195,en,FALSE,FALSE,TRUE,0
"Washington, DC",Has description,Url,1877332,2190,13448,72833,0,TRUE,9362,en,FALSE,FALSE,FALSE,0
New York City,Has description,Url,34363304,909,187570,74460,14320,TRUE,269878,en,FALSE,FALSE,FALSE,0
New York,Has description,Url,9192152,241,54812,81479,11,TRUE,18144,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,18,40,2,10502,3,FALSE,51,en,TRUE,FALSE,FALSE,0
"Soundview, Bronx",Has description,No url,41,290,0,73761,79,FALSE,3,en,TRUE,FALSE,TRUE,0
"Los Angeles, CA",Has description,Url,30615,6849,1896,20280,12274,FALSE,67431,en,FALSE,FALSE,TRUE,0
NULL,Has description,Url,3196,2536,135,71563,6392,FALSE,9983,en,FALSE,FALSE,FALSE,0
London,Has description,Url,174482,22566,105,75071,112,FALSE,5639,it,TRUE,FALSE,NULL,0
California,Has description,Url,4077,2193,200,24912,1913,FALSE,2349,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,215,721,0,326,0,FALSE,76,en,FALSE,FALSE,NULL,0
NULL,Has description,Url,2540943,129,7363,54535,767,TRUE,4470,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,5555,296,63,83940,11881,FALSE,10335,en,FALSE,FALSE,FALSE,0
It all depends on the day...,Has description,Url,1517993,3739,12313,55750,1412,TRUE,32702,en,FALSE,FALSE,FALSE,0
 metaverse,Has description,Url,397,2436,36,39180,171,FALSE,569,en,FALSE,FALSE,FALSE,0
Los Angeles,Has description,Url,2039596,333,8897,79857,42,TRUE,3361,en,FALSE,FALSE,TRUE,0
NULL,No descrition,No url,42,204,5,60420,5490,FALSE,580,en,TRUE,TRUE,FALSE,0
NULL,Has description,Url,112499,9471,2038,69626,1,TRUE,625,en,FALSE,FALSE,FALSE,0
Los Angeles,Has description,Url,9216131,508,23565,65100,6348,TRUE,4304,en,FALSE,FALSE,TRUE,0
NULL,Has description,NULL,112379,2116,73,16145,2641,FALSE,6421,en,TRUE,FALSE,TRUE,0
"Pennsylvania, USA",Has description,No url,32,347,0,79754,15,FALSE,21,en,TRUE,FALSE,TRUE,0
"Amsterdam, The Netherlands",Has description,Url,6296,47,1,27120,12,FALSE,179,ru,FALSE,FALSE,FALSE,0
NULL,Has description,Url,216251,227,2357,58515,88,TRUE,1537,en,FALSE,FALSE,FALSE,0
EspaÌ±a,Has description,Url,502303,13766,4875,31722,3374,TRUE,69778,es,FALSE,FALSE,TRUE,0
Campinas ,Has description,Url,176,96,3,59880,1638,FALSE,11388,en,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,22,161,0,79860,4,FALSE,6,es,TRUE,TRUE,FALSE,0
NULL,Has description,Url,12264,821,479,71465,1390,TRUE,2136,en,FALSE,FALSE,FALSE,0
"Corona del Mar, CA ",No descrition,No url,4639,491,108,60199,0,FALSE,7,en,FALSE,TRUE,FALSE,0
NULL,No descrition,No url,9,128,0,11580,70,FALSE,17,en,TRUE,FALSE,FALSE,0
NULL,No descrition,No url,22,102,0,49140,4,FALSE,26,en,TRUE,FALSE,FALSE,0
NULL,Has description,Url,68937,349,1324,84389,18479,TRUE,47114,en,FALSE,FALSE,FALSE,0
New York,Has description,Url,5935044,2509,46336,82528,175,TRUE,34774,en,FALSE,FALSE,TRUE,0
asleep at a noise show,Has description,Url,232,386,1,84240,3798,FALSE,2369,en,TRUE,FALSE,FALSE,0
Arizonan/New Yorker,Has description,NULL,318621,603,6491,28189,10838,TRUE,18794,en,FALSE,FALSE,FALSE,0
snapchat marlonLwayans,Has description,Url,2073481,2952,9806,84589,298,TRUE,71174,en,FALSE,FALSE,TRUE,0
"Lahore, Pakistan",Has description,No url,197,599,2,74981,135,FALSE,1732,en,FALSE,FALSE,TRUE,0
"FlorianÌ_polis, Brasil",Has description,Url,107622,76,1144,80861,127,TRUE,3900,pt,FALSE,FALSE,TRUE,0
"Bagdad, Florida",Has description,Url,1870168,637,8785,64547,305,TRUE,44689,en,FALSE,FALSE,FALSE,0
"ÌÏT: 19.057273,72.825963",Has description,Url,947045,271,2618,38820,88,TRUE,4905,en,FALSE,FALSE,FALSE,0
"San Francisco, CA",Has description,No url,1583,852,61,78360,5036,FALSE,5602,en,FALSE,FALSE,FALSE,0
www.facebook.com/IAmAnushka,Has description,Url,200622,586,0,44181,564,TRUE,12902,en,FALSE,FALSE,FALSE,0
wherever I can race a car.,Has description,Url,354,21,37,78808,0,TRUE,225,en,FALSE,FALSE,FALSE,0
http://summercampmars.com,Has description,Url,1909411,17,11139,5306,10994,TRUE,27849,en,FALSE,FALSE,FALSE,0
los angeles,Has description,Url,29270575,428,65474,4594,350,TRUE,6221,en,FALSE,FALSE,FALSE,0
The Universe,Has description,Url,6578005,692,36256,59803,87,TRUE,9536,en,FALSE,FALSE,TRUE,0
NYC,Has description,Url,876,448,38,18840,67,FALSE,9732,en,FALSE,FALSE,TRUE,0
At the crib dog,Has description,No url,15472164,1450,23557,4476,77,TRUE,22750,en,FALSE,FALSE,FALSE,0
"New York, NY",Has description,Url,2254,200,45,58620,573,FALSE,3437,en,FALSE,FALSE,FALSE,0
"Brooklyn, NY",Has description,No url,2419,1144,70,4740,11257,FALSE,7230,en,FALSE,FALSE,FALSE,0
Brazil,No descrition,No url,95,15,1,66840,5,FALSE,2240,en,FALSE,FALSE,FALSE,0
Quezon City,Has description,Url,758,654,5,12543,7131,FALSE,30413,en,FALSE,FALSE,TRUE,0
All over the world...,Has description,Url,314361,184,2624,78436,389,TRUE,10659,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,56805,3,1080,9699,18,TRUE,12376,en,FALSE,FALSE,FALSE,0
Texas,Has description,Url,126786,0,66,84420,1084,FALSE,7656,en,FALSE,FALSE,TRUE,0
"Cape Town, South Africa",Has description,No url,107,268,2,68940,134,FALSE,2906,en,FALSE,FALSE,FALSE,0
"Kyiv, UKRAINE",Has description,Url,1871284,9,2572,44375,2,TRUE,4238,en,FALSE,FALSE,FALSE,0
"Washington, DC",Has description,No url,30454,797,1024,83040,500,TRUE,4676,en,FALSE,FALSE,FALSE,0
"Orange County, CA",Has description,Url,605365,60,5588,79061,389,TRUE,3652,en,FALSE,FALSE,FALSE,0
"Los Angeles, California.",Has description,Url,6378,44,133,40590,4458,FALSE,7244,en,FALSE,FALSE,FALSE,0
"USA, europe, freddy_adu",Has description,No url,384507,199,3882,64595,12,TRUE,5206,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,1227898,1305,4355,76716,736,TRUE,3792,en,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,2,54,0,84360,0,FALSE,1,en,TRUE,FALSE,FALSE,0
"Coolum, QLD, Home Planet",Has description,No url,129,238,6,48660,610,FALSE,3678,en,TRUE,FALSE,FALSE,0
Top of the world!,Has description,Url,3784246,15193,10243,32746,2513,TRUE,14535,en,FALSE,FALSE,FALSE,0
Gotham City.,Has description,No url,669,613,11,83700,6369,FALSE,14133,es,FALSE,FALSE,TRUE,0
NULL,No descrition,Url,399054,23907,7363,66755,1,TRUE,205,en,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,1,22,0,6024,1,FALSE,1,en,TRUE,FALSE,FALSE,0
Everywhere Love IS,Has description,Url,4763532,742,8997,57755,158,TRUE,20404,en,FALSE,FALSE,FALSE,0
"Austin, TX",Has description,Url,34960,530,1590,19795,882,TRUE,3882,en,FALSE,FALSE,TRUE,0
NULL,Has description,No url,151,1292,1,79680,437,FALSE,692,en,TRUE,FALSE,FALSE,0
"North New Hyde Park, USA",Has description,NULL,86,2924,0,15857,0,FALSE,670,en-gb,FALSE,FALSE,NULL,0
NULL,Has description,No url,171,269,3,80340,20,FALSE,8061,en,TRUE,FALSE,FALSE,0
NULL,Has description,Url,8476840,2836,129832,5281,631,TRUE,227103,en,FALSE,FALSE,FALSE,0
Paraguay,No descrition,No url,269,368,2,4140,3,FALSE,1896,en,FALSE,FALSE,FALSE,0
Hyderabad,Has description,No url,504,207,24,16860,27,FALSE,1546,en,FALSE,FALSE,FALSE,0
"Paris, France",Has description,Url,578,310,79,61811,574,FALSE,379,fr,FALSE,FALSE,TRUE,0
Hong Kong,Has description,Url,384433,423,1872,13892,1356,TRUE,9924,en,FALSE,FALSE,TRUE,0
"Tulsa, OK",Has description,No url,69,293,2,480,234,FALSE,107,en,FALSE,FALSE,TRUE,0
NULL,No descrition,No url,2,44,0,49620,1,FALSE,2,en,TRUE,TRUE,FALSE,0
Los Angeles,Has description,Url,22703994,1,88796,73036,0,TRUE,2895,en,FALSE,FALSE,FALSE,0
"Nashville, TN",No descrition,Url,3057658,32,39970,80478,0,TRUE,2054,en,FALSE,FALSE,FALSE,0
NULL,Has description,NULL,228,64,5,41134,1449,FALSE,1015,en,FALSE,FALSE,TRUE,0
Germany,Has description,Url,46,12,12,49740,986,FALSE,6083,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,372,396,78,2276,381,FALSE,440,en,TRUE,FALSE,FALSE,0
"Bronx, NY",Has description,No url,36,107,3,8460,47,FALSE,27,en,FALSE,FALSE,TRUE,0
LBC,Has description,Url,16260659,2742,44143,68742,2138,TRUE,38435,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,108,226,0,4980,741,FALSE,1570,en,FALSE,FALSE,FALSE,0
Republic of Slovenia,Has description,No url,121,592,13,67270,1690,FALSE,1085,en-gb,TRUE,FALSE,TRUE,0
New York,Has description,Url,4799319,943150,34624,58003,107,TRUE,10405,en,FALSE,FALSE,FALSE,0
Formerly Mateo,Has description,Url,25887,2623,411,77039,17033,FALSE,14258,en,FALSE,FALSE,FALSE,0
Alaska,Has description,Url,1427838,139,21577,82576,0,TRUE,4735,en,FALSE,FALSE,FALSE,0
New Delhi,No descrition,No url,11,80,0,56820,0,FALSE,1,en,FALSE,FALSE,FALSE,0
Nebraska and Los Angeles,Has description,Url,796718,284,13670,21420,2666,TRUE,17149,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,135677,1708,907,21000,11340,TRUE,23655,en,FALSE,FALSE,FALSE,0
"New York, NY",Has description,Url,3673,1485,216,56760,5263,FALSE,11406,en,TRUE,FALSE,FALSE,0
Los Angeles,Has description,Url,1803087,504,10029,59634,3,TRUE,5653,en,FALSE,FALSE,FALSE,0
Lahore,No descrition,No url,21,23,0,55026,0,FALSE,3,en,TRUE,FALSE,FALSE,0
94123,Has description,Url,283215,852,13208,84687,54595,TRUE,81749,en,FALSE,FALSE,TRUE,0
NULL,No descrition,No url,68,255,0,63279,0,FALSE,6,en,TRUE,TRUE,FALSE,0
Los Angeles,Has description,Url,198739,9867,2697,80753,375,TRUE,3957,en,FALSE,FALSE,FALSE,0
Stratford-upon-Internet,Has description,Url,23477,2,653,4200,120,FALSE,59325,en,TRUE,FALSE,FALSE,0
USA,Has description,Url,67,496,0,18720,0,FALSE,3,en,TRUE,FALSE,FALSE,0
NULL,No descrition,Url,288,298,1,74940,2949,FALSE,2933,en,TRUE,FALSE,FALSE,0
"iPhone: 40.753464,-73.981155",Has description,Url,186,858,10,2220,145,FALSE,307,en,FALSE,FALSE,TRUE,0
memphis,Has description,No url,1526,1346,5,83520,3332,FALSE,8662,en,FALSE,FALSE,TRUE,0
NULL,Has description,Url,7011,315,173,16800,1820,FALSE,631,en,FALSE,FALSE,FALSE,0
"California, USA",Has description,Url,131328,147,2384,60861,72,TRUE,207,en,FALSE,FALSE,FALSE,0
"New York, NY",Has description,Url,1867,2913,202,48240,1375,FALSE,6544,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,1039625,176,3687,11394,29,TRUE,825,pt,FALSE,FALSE,FALSE,0
"new delhi, india",No descrition,No url,40,117,1,64680,13,FALSE,48,en,FALSE,FALSE,FALSE,0
New York City,Has description,Url,1876,826,113,8220,59,TRUE,19476,en,FALSE,FALSE,FALSE,0
"Buffalo, NY",Has description,Url,330,302,6,61837,2,FALSE,2079,en,TRUE,FALSE,TRUE,0
"Virginia Beach, VA",Has description,Url,56633,4299,1150,29849,13506,TRUE,13037,en,FALSE,FALSE,FALSE,0
Hogwarts,Has description,NULL,1391,477,108,78348,15572,FALSE,74779,en,FALSE,FALSE,FALSE,0
United States,Has description,No url,72,703,0,77293,65,FALSE,4,en,TRUE,FALSE,TRUE,0
"Baltimore, MD",Has description,Url,4060,95,24,18900,39,FALSE,26,en,FALSE,FALSE,TRUE,0
Nashville,Has description,Url,560,378,29,22860,902,FALSE,1134,en,FALSE,FALSE,FALSE,0
Earth's Core,Has description,Url,780560,4806,9400,47970,3856,TRUE,22261,en,FALSE,FALSE,FALSE,0
"Ile-de-France, France",No descrition,NULL,3,30,0,51343,0,FALSE,1,fr,FALSE,FALSE,NULL,0
where angels fear to tread,Has description,Url,5340224,614,11429,27338,17365,TRUE,10586,en,FALSE,FALSE,FALSE,0
NYC | Cabot Cove,Has description,No url,5633,5821,223,75785,480,TRUE,11198,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,1047,299,28,6962,958,FALSE,3098,en,FALSE,FALSE,FALSE,0
"Hunter Valley, NSW, Australia",Has description,No url,180,355,18,85813,227,FALSE,400,en,FALSE,FALSE,FALSE,0
London and Rome,Has description,Url,22641,6044,715,12858,40,TRUE,15371,en,FALSE,FALSE,FALSE,0
"Los Angeles, CA",Has description,Url,12464997,50549,57800,42330,144,TRUE,22034,en,FALSE,FALSE,TRUE,0
"Indianapolis, IN",Has description,Url,391,1417,12,53100,22986,FALSE,12551,en,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,3,8,0,82140,1,FALSE,13,en,TRUE,FALSE,FALSE,0
PSU ä»ço¥_ç.(äìËöŸ_¥_ç äìË,No descrition,No url,35,134,7,69360,17,FALSE,989,en,FALSE,FALSE,FALSE,0
"tirupati,india",No descrition,No url,10,25,0,47700,0,FALSE,9,en,TRUE,FALSE,TRUE,0
NULL,Has description,Url,58,0,4,70920,129,FALSE,473,en,FALSE,FALSE,FALSE,0
Scotland,Has description,Url,9942270,462,34321,48225,13944,TRUE,7312,en,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,13,50,0,22200,5,FALSE,1,en,TRUE,FALSE,FALSE,0
"New York, NY",Has description,Url,13616221,760,37316,65075,1178,TRUE,9824,en,FALSE,FALSE,TRUE,0
Brazil,Has description,No url,21,33,0,73560,47,FALSE,702,pt,FALSE,FALSE,FALSE,0
"New York, USA",Has description,No url,81,80,0,67740,1356,FALSE,3243,en,FALSE,FALSE,FALSE,0
NULL,No descrition,NULL,0,40,0,84329,27,FALSE,57,en,TRUE,FALSE,NULL,0
The Future,Has description,Url,158352,509,3533,58140,13,FALSE,63293,en,FALSE,FALSE,FALSE,0
"Sunnyvale, Ca",Has description,Url,42483,2692,1235,80040,246,FALSE,29976,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,147994,68994,2569,58616,20839,TRUE,100848,en,FALSE,FALSE,FALSE,0
NULL,No descrition,No url,2,4,0,12900,0,FALSE,1,en,TRUE,TRUE,FALSE,0
"Savannah, GA",Has description,No url,12,94,1,59340,44,FALSE,103,en,TRUE,FALSE,FALSE,0
NULL,Has description,No url,114,128,3,2520,43,FALSE,6325,en,FALSE,FALSE,FALSE,0
"New York, NY",Has description,Url,4309,2316,296,77640,2583,FALSE,5690,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,777892,281,545,64380,226,TRUE,1575,en,FALSE,FALSE,FALSE,0
Washington state,Has description,Url,127,816,15,63840,469,FALSE,321,en,FALSE,FALSE,FALSE,0
"Los Angeles, CA",Has description,Url,22888,366,541,26360,133,TRUE,382,en,FALSE,FALSE,TRUE,0
"Lahore, Pakistan",No descrition,Url,36,95,0,3454,9,FALSE,13,en,TRUE,FALSE,NULL,0
On the Coast,Has description,Url,27013,999,641,72660,10516,FALSE,13642,en,FALSE,FALSE,FALSE,0
"New Delhi, India",Has description,No url,5,237,0,53340,0,FALSE,2,en,TRUE,FALSE,TRUE,0
Texas turnt Cali girl,Has description,Url,2282,275,65,21900,493,FALSE,4757,en,FALSE,FALSE,FALSE,0
"New York, USA",Has description,Url,2060,661,80,64320,374,FALSE,6003,en,FALSE,FALSE,TRUE,0
Atlanta,Has description,Url,1108807,1662,7220,5747,2877,TRUE,27085,en,FALSE,FALSE,TRUE,0
NULL,Has description,No url,208,190,0,21421,180,FALSE,81,en,FALSE,FALSE,TRUE,0
"San Diego, CA",Has description,NULL,392,638,22,20414,110,FALSE,4530,en,TRUE,FALSE,FALSE,0
Massachusetts,Has description,Url,198799,11115,3013,61577,220,TRUE,8140,en,FALSE,FALSE,FALSE,0
Socal,Has description,Url,352,125,26,62340,31,FALSE,582,en,FALSE,FALSE,FALSE,0
The Netherlands,Has description,Url,348,809,18,80580,299,FALSE,3220,en,FALSE,FALSE,FALSE,0
NULL,Has description,No url,698,589,2,78180,1508,FALSE,7967,en,FALSE,FALSE,FALSE,0
"New York, NY",Has description,Url,350009,139,3673,58500,240,TRUE,30346,en,FALSE,FALSE,FALSE,0
Mumbai,Has description,No url,36,6,0,19140,13,FALSE,10,en,TRUE,FALSE,FALSE,0
NULL,Has description,No url,595,345,1,300,4627,FALSE,887,en,TRUE,FALSE,TRUE,0
"New Hampshire, USA",Has description,No url,98,667,0,6360,712,FALSE,613,en,TRUE,FALSE,FALSE,0
"Lexington,KY",No descrition,No url,2,10,0,70762,0,FALSE,2,en,TRUE,TRUE,FALSE,0
NULL,No descrition,No url,1,19,0,8820,0,FALSE,1,zh-cn,TRUE,TRUE,FALSE,0
NULL,Has description,No url,358,5000,12,2520,73,FALSE,1236,en,FALSE,FALSE,FALSE,0
"Riyadh, Kingdom of Saudi Arabi",Has description,No url,628,1814,8,22260,115,FALSE,2991,en,FALSE,FALSE,TRUE,0
Mumbai,Has description,Url,20146302,9,20339,18480,15,TRUE,467,en,FALSE,FALSE,FALSE,0
Madrid,Has description,Url,50549694,95,86635,68940,0,TRUE,2822,en-gb,FALSE,FALSE,FALSE,0
California,Has description,Url,89841,2,3150,63792,30,TRUE,55,en,TRUE,FALSE,FALSE,0
"Oakland, CA",Has description,Url,1983513,1675,28504,4445,2658,TRUE,40938,en,FALSE,FALSE,FALSE,0
NYC,Has description,Url,256832,657,3930,8433,45,TRUE,2724,en,FALSE,FALSE,FALSE,0
NULL,Has description,Url,2811157,236,9805,75255,1676,TRUE,128,en,FALSE,FALSE,FALSE,0
"Toronto, Ontario",Has description,Url,99,220,1,34172,16,FALSE,61,en,FALSE,FALSE,TRUE,0
"Milford, CT",Has description,No url,5,86,0,1380,28,FALSE,152,en,TRUE,FALSE,FALSE,0
"New York, NY",Has description,Url,771,437,33,74460,114,FALSE,658,en,TRUE,FALSE,FALSE,0
"Mumbai , India",Has description,No url,104,251,1,21010,20,FALSE,195,en,FALSE,FALSE,FALSE,0
"Kansas City, MO",Has description,Url,6791,5109,54,72300,0,FALSE,2756,en,FALSE,FALSE,FALSE,0
